news_id,label,score,pos,neg,neu,scored_at
42738894,neutral,0.79833984375,2.9206275939941406e-06,0.2017822265625,0.79833984375,2026-04-23T00:31:41.945856+00:00
42710619,neutral,0.822265625,1.7881393432617188e-07,0.1778564453125,0.822265625,2026-04-23T00:31:41.945856+00:00
42690771,neutral,1.0,5.960464477539063e-08,2.753734588623047e-05,1.0,2026-04-23T00:31:41.945856+00:00
42661446,neutral,0.9541015625,0.0460205078125,1.2516975402832031e-06,0.9541015625,2026-04-23T00:31:41.945856+00:00
42649296,neutral,1.0,2.384185791015625e-07,3.7610530853271484e-05,1.0,2026-04-23T00:31:41.945856+00:00
42635878,neutral,1.0,0.0,0.00010228157043457031,1.0,2026-04-23T00:31:41.945856+00:00
42646787,negative,0.99853515625,9.059906005859375e-06,0.99853515625,0.0014104843139648438,2026-04-23T00:31:41.945856+00:00
42628985,neutral,0.9990234375,0.0006875991821289062,0.0001232624053955078,0.9990234375,2026-04-23T00:31:41.945856+00:00
42618204,negative,0.83935546875,0.0004360675811767578,0.83935546875,0.16015625,2026-04-23T00:31:41.945856+00:00
42605619,neutral,1.0,1.0132789611816406e-05,5.9604644775390625e-06,1.0,2026-04-23T00:31:41.945856+00:00
42602212,neutral,1.0,0.0,4.649162292480469e-06,1.0,2026-04-23T00:31:41.945856+00:00
42600915,neutral,1.0,1.3113021850585938e-06,4.947185516357422e-06,1.0,2026-04-23T00:31:41.945856+00:00
42598905,neutral,0.99951171875,0.0,0.0005192756652832031,0.99951171875,2026-04-23T00:31:41.945856+00:00
42598550,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42598204,neutral,0.88427734375,0.115966796875,8.940696716308594e-07,0.88427734375,2026-04-23T00:31:41.945856+00:00
42598200,positive,1.0,1.0,0.0,8.940696716308594e-06,2026-04-23T00:31:41.945856+00:00
42597652,neutral,0.99951171875,3.3974647521972656e-06,0.0002532005310058594,0.99951171875,2026-04-23T00:31:41.945856+00:00
42593562,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
42591307,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42589921,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42573438,neutral,0.9990234375,5.960464477539063e-08,0.0008831024169921875,0.9990234375,2026-04-23T00:31:41.945856+00:00
42562278,neutral,1.0,1.3113021850585938e-06,3.635883331298828e-06,1.0,2026-04-23T00:31:41.945856+00:00
42556911,negative,0.607421875,2.384185791015625e-07,0.607421875,0.392333984375,2026-04-23T00:31:41.945856+00:00
42556639,negative,0.99951171875,3.6954879760742188e-06,0.99951171875,0.00040459632873535156,2026-04-23T00:31:41.945856+00:00
42533931,neutral,0.94140625,0.058349609375,3.7729740142822266e-05,0.94140625,2026-04-23T00:31:41.945856+00:00
42525793,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
42475000,negative,1.0,0.0,1.0,7.867813110351562e-06,2026-04-23T00:31:41.945856+00:00
42469841,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
42463088,neutral,1.0,1.8358230590820312e-05,4.684925079345703e-05,1.0,2026-04-23T00:31:41.945856+00:00
42462665,positive,0.94287109375,0.94287109375,0.0005908012390136719,0.056610107421875,2026-04-23T00:31:41.945856+00:00
42461215,neutral,1.0,0.0,3.516674041748047e-06,1.0,2026-04-23T00:31:41.945856+00:00
42458980,neutral,1.0,0.0,2.9802322387695312e-06,1.0,2026-04-23T00:31:41.945856+00:00
42456501,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
42456486,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
42456464,neutral,0.9990234375,0.0008831024169921875,4.76837158203125e-07,0.9990234375,2026-04-23T00:31:41.945856+00:00
42442335,positive,1.0,1.0,0.0,3.11732292175293e-05,2026-04-23T00:31:41.945856+00:00
42441187,neutral,0.6513671875,0.3486328125,1.609325408935547e-05,0.6513671875,2026-04-23T00:31:41.945856+00:00
42422694,neutral,0.9951171875,5.960464477539063e-08,0.005062103271484375,0.9951171875,2026-04-23T00:31:41.945856+00:00
42421528,negative,0.607421875,7.808208465576172e-06,0.607421875,0.392333984375,2026-04-23T00:31:41.945856+00:00
42399139,positive,0.67236328125,0.67236328125,3.349781036376953e-05,0.32763671875,2026-04-23T00:31:41.945856+00:00
42398003,neutral,0.99951171875,0.0005192756652832031,3.0219554901123047e-05,0.99951171875,2026-04-23T00:31:41.945856+00:00
42397964,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
42397864,neutral,0.99755859375,0.00263214111328125,1.2159347534179688e-05,0.99755859375,2026-04-23T00:31:41.945856+00:00
42369312,neutral,0.99951171875,0.0,0.00030541419982910156,0.99951171875,2026-04-23T00:31:41.945856+00:00
42362072,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
42360225,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
42322442,neutral,1.0,5.781650543212891e-06,1.043081283569336e-05,1.0,2026-04-23T00:31:41.945856+00:00
42320531,neutral,0.9931640625,0.00690460205078125,1.5854835510253906e-05,0.9931640625,2026-04-23T00:31:41.945856+00:00
42315341,negative,1.0,5.960464477539063e-08,1.0,1.2218952178955078e-05,2026-04-23T00:31:41.945856+00:00
42313724,neutral,0.99951171875,0.0,0.0004172325134277344,0.99951171875,2026-04-23T00:31:41.945856+00:00
42310697,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
42300129,positive,1.0,1.0,0.0,2.384185791015625e-07,2026-04-23T00:31:41.945856+00:00
42297741,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42296927,neutral,1.0,0.0,1.4901161193847656e-06,1.0,2026-04-23T00:31:41.945856+00:00
42293475,neutral,1.0,4.26173210144043e-05,4.83393669128418e-05,1.0,2026-04-23T00:31:41.945856+00:00
42292938,positive,0.98046875,0.98046875,4.76837158203125e-07,0.01971435546875,2026-04-23T00:31:41.945856+00:00
42287473,negative,1.0,0.0,1.0,9.953975677490234e-06,2026-04-23T00:31:41.945856+00:00
42284522,neutral,0.69921875,0.30078125,1.2218952178955078e-05,0.69921875,2026-04-23T00:31:41.945856+00:00
42265746,neutral,1.0,0.0,8.749961853027344e-05,1.0,2026-04-23T00:31:41.945856+00:00
42235321,neutral,0.99951171875,0.0,0.00030541419982910156,0.99951171875,2026-04-23T00:31:41.945856+00:00
42196223,neutral,0.9990234375,0.0,0.0008296966552734375,0.9990234375,2026-04-23T00:31:41.945856+00:00
42195270,neutral,1.0,0.0,2.9206275939941406e-06,1.0,2026-04-23T00:31:41.945856+00:00
42170451,neutral,0.99951171875,0.0,0.0005884170532226562,0.99951171875,2026-04-23T00:31:41.945856+00:00
42164791,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42159039,neutral,1.0,0.0,3.11732292175293e-05,1.0,2026-04-23T00:31:41.945856+00:00
42149539,neutral,0.998046875,0.0018100738525390625,1.1086463928222656e-05,0.998046875,2026-04-23T00:31:41.945856+00:00
42147259,neutral,1.0,1.1324882507324219e-06,2.282857894897461e-05,1.0,2026-04-23T00:31:41.945856+00:00
42144169,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42142656,positive,0.9990234375,0.9990234375,3.7610530853271484e-05,0.00075531005859375,2026-04-23T00:31:41.945856+00:00
42141497,neutral,1.0,1.7881393432617188e-07,6.204843521118164e-05,1.0,2026-04-23T00:31:41.945856+00:00
42139188,neutral,0.955078125,0.044677734375,9.655952453613281e-06,0.955078125,2026-04-23T00:31:41.945856+00:00
42138815,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42138023,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
42137942,neutral,0.78271484375,1.6093254089355469e-06,0.21728515625,0.78271484375,2026-04-23T00:31:41.945856+00:00
42121049,neutral,0.99365234375,0.0,0.006290435791015625,0.99365234375,2026-04-23T00:31:41.945856+00:00
42119233,neutral,0.9990234375,0.0010652542114257812,4.392862319946289e-05,0.9990234375,2026-04-23T00:31:41.945856+00:00
42115708,positive,0.99462890625,0.99462890625,7.3909759521484375e-06,0.005218505859375,2026-04-23T00:31:41.945856+00:00
42115302,negative,0.9306640625,4.76837158203125e-07,0.9306640625,0.06951904296875,2026-04-23T00:31:41.945856+00:00
42110605,positive,0.9990234375,0.9990234375,0.0001583099365234375,0.0008039474487304688,2026-04-23T00:31:41.945856+00:00
42109345,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42108331,positive,0.99658203125,0.99658203125,1.1920928955078125e-07,0.00359344482421875,2026-04-23T00:31:41.945856+00:00
42107863,neutral,0.943359375,0.0,0.056640625,0.943359375,2026-04-23T00:31:41.945856+00:00
42107184,positive,1.0,1.0,0.0,4.172325134277344e-07,2026-04-23T00:31:41.945856+00:00
42105503,neutral,1.0,0.0,1.3709068298339844e-06,1.0,2026-04-23T00:31:41.945856+00:00
42103559,neutral,0.99951171875,2.980232238769531e-07,0.00047278404235839844,0.99951171875,2026-04-23T00:31:41.945856+00:00
42103475,neutral,1.0,0.0,6.014108657836914e-05,1.0,2026-04-23T00:31:41.945856+00:00
42103337,neutral,1.0,8.165836334228516e-06,8.404254913330078e-06,1.0,2026-04-23T00:31:41.945856+00:00
42089877,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42089639,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
42088808,neutral,1.0,0.0,3.319978713989258e-05,1.0,2026-04-23T00:31:41.945856+00:00
42069837,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
42067622,neutral,0.89306640625,1.7881393432617188e-07,0.106689453125,0.89306640625,2026-04-23T00:31:41.945856+00:00
42061285,positive,1.0,1.0,0.0,3.5762786865234375e-07,2026-04-23T00:31:41.945856+00:00
42049272,neutral,0.921875,0.07806396484375,0.00017070770263671875,0.921875,2026-04-23T00:31:41.945856+00:00
42049212,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
42042705,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
42035271,positive,1.0,1.0,0.0,1.4722347259521484e-05,2026-04-23T00:31:41.945856+00:00
42019126,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
41989565,neutral,1.0,0.0,3.11732292175293e-05,1.0,2026-04-23T00:31:41.945856+00:00
41978077,neutral,1.0,0.0,3.2782554626464844e-06,1.0,2026-04-23T00:31:41.945856+00:00
41944979,neutral,1.0,5.960464477539063e-08,3.0994415283203125e-06,1.0,2026-04-23T00:31:41.945856+00:00
41938215,neutral,0.99951171875,0.0005359649658203125,1.043081283569336e-05,0.99951171875,2026-04-23T00:31:41.945856+00:00
41913960,neutral,1.0,0.0,1.0132789611816406e-05,1.0,2026-04-23T00:31:41.945856+00:00
41912769,neutral,0.99951171875,0.0,0.0004172325134277344,0.99951171875,2026-04-23T00:31:41.945856+00:00
41909850,neutral,0.9072265625,0.08984375,0.002979278564453125,0.9072265625,2026-04-23T00:31:41.945856+00:00
41899459,negative,1.0,0.0,1.0,2.1457672119140625e-06,2026-04-23T00:31:41.945856+00:00
41896852,neutral,1.0,0.0,5.781650543212891e-06,1.0,2026-04-23T00:31:41.945856+00:00
41896637,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41893442,neutral,1.0,0.0,1.2516975402832031e-06,1.0,2026-04-23T00:31:41.945856+00:00
41883699,negative,0.99951171875,9.5367431640625e-06,0.99951171875,0.0004582405090332031,2026-04-23T00:31:41.945856+00:00
41877026,negative,0.9990234375,1.9073486328125e-06,0.9990234375,0.0008296966552734375,2026-04-23T00:31:41.945856+00:00
41856784,neutral,0.99853515625,5.960464477539063e-08,0.0012845993041992188,0.99853515625,2026-04-23T00:31:41.945856+00:00
41856082,neutral,1.0,0.0,7.62939453125e-06,1.0,2026-04-23T00:31:41.945856+00:00
41853485,positive,1.0,1.0,0.0,2.384185791015625e-07,2026-04-23T00:31:41.945856+00:00
41849654,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41844989,neutral,0.9931640625,0.00037741661071777344,0.00669097900390625,0.9931640625,2026-04-23T00:31:41.945856+00:00
41827457,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41827431,negative,0.99755859375,1.7881393432617188e-07,0.99755859375,0.00263214111328125,2026-04-23T00:31:41.945856+00:00
41825048,neutral,0.92822265625,1.1920928955078125e-07,0.07159423828125,0.92822265625,2026-04-23T00:31:41.945856+00:00
41814963,positive,0.998046875,0.998046875,4.76837158203125e-07,0.0020503997802734375,2026-04-23T00:31:41.945856+00:00
41813508,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41810583,neutral,1.0,0.0,3.516674041748047e-06,1.0,2026-04-23T00:31:41.945856+00:00
41790939,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41789072,positive,0.64404296875,0.64404296875,5.960464477539062e-07,0.355712890625,2026-04-23T00:31:41.945856+00:00
